insertId,"jsonPayload.""cos.googleapis.com/container_id""","jsonPayload.""cos.googleapis.com/stream""",jsonPayload.message,"labels.""compute.googleapis.com/resource_name""",logName,receiveTimestamp,resource.labels.instance_id,resource.labels.project_id,resource.labels.zone,resource.type,timestamp
6zooglzkjg4l5z6nv,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:16:25.426913141Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:16:22.644060808Z
6zooglzkjg4l5z6lv,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:16:20.634474786Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:16:18.643436553Z
6zooglzkjg4l5z6ip,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:16:15.550909135Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:16:14.642597524Z
6zooglzkjg4l5z6gl,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:16:15.550909135Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:16:10.622416821Z
6zooglzkjg4l5z6av,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:16:04.392275244Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:16:02.671253401Z
6zooglzkjg4l5z5wb,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:15:59.361109707Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:15:54.532113148Z
6zooglzkjg4l5z5pp,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:15:48.550751716Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:15:46.485166121Z
6zooglzkjg4l5z5kv,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:15:43.462558343Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:15:38.616107273Z
6zooglzkjg4l5z5ia,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:15:38.602123369Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:15:34.638182422Z
6zooglzkjg4l5z5br,3fdca8baef1320bf8dde38f95a8ee63469313481811810d2456147fab427870f,stdout,"CT: State update:19 nodes, 63 channels
",e2de4f438c50,projects/hoprassociation/logs/cos_containers,2021-10-08T10:15:28.439879287Z,7872204418567022049,hoprassociation,europe-west6-b,gce_instance,2021-10-08T10:15:26.682010629Z
